koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_srad
CONFIRMED,1.003931703,0.0230,1.43610,4.9110e+02,0.019769,3.08321,1.60,0.0175,1419.0,962.58,5.477000,25.20,4949.00,4.552,0.7410
FALSE POSITIVE,0.614083885,0.1060,0.98170,3.8950e+02,0.018320,5.81840,2.55,0.0156,2603.0,10827.22,4.877000,36.40,6521.00,4.352,1.2760
CONFIRMED,55.822477500,0.0310,5.45700,8.7960e+02,0.026492,3.12988,2.13,0.2663,379.0,4.85,80.190000,23.70,5162.00,4.611,0.7360
CANDIDATE,1.341452550,0.6800,7.50200,2.6600e+01,0.005021,0.02305,1.31,0.0287,3015.0,19568.74,1.299000,31.20,7495.00,3.926,2.3890
CONFIRMED,6.110104390,0.2840,2.31400,5.9700e+01,0.007118,3.75664,0.93,0.0709,1125.0,378.84,19.500000,11.80,6213.00,4.387,1.1950
CONFIRMED,4.286866229,0.7570,4.47260,1.3219e+03,0.036172,0.14938,4.14,0.0535,1217.0,517.66,5.250000,167.30,6228.00,4.441,1.0490
CONFIRMED,10.273809570,0.1250,3.25200,3.5280e+02,0.017115,2.59443,1.68,0.0924,799.0,96.27,24.370000,19.20,5806.00,4.528,0.8990
CONFIRMED,13.391551540,0.5390,3.39100,4.8900e+01,0.006628,1.78056,1.58,0.1173,1180.0,459.23,25.700000,24.50,6197.00,3.837,2.1880
CONFIRMED,5.629043960,0.2370,3.72950,3.9500e+01,0.005805,0.85860,1.39,0.0658,1576.0,1459.41,11.290000,32.20,6197.00,3.837,2.1880
CONFIRMED,8.256285700,0.8160,2.03780,3.7300e+01,0.006235,1.68502,1.49,0.0850,1387.0,874.56,18.240000,18.20,6197.00,3.837,2.1880
CONFIRMED,12.330879210,0.0110,3.06640,8.7220e+02,0.026543,3.90340,2.34,0.1006,671.0,47.99,31.540000,28.30,5376.00,4.576,0.8060
CONFIRMED,4.421566535,0.8690,2.12290,6.8400e+02,0.028726,0.66228,2.19,0.0471,729.0,66.94,8.810000,31.90,4299.00,4.604,0.6970
CONFIRMED,15.725859410,0.1220,3.82840,1.3131e+03,0.032661,2.55018,2.69,0.1151,602.0,31.13,32.180000,32.70,5332.00,4.597,0.7550
CONFIRMED,1.252753881,0.4000,2.14720,2.0000e+02,0.013107,0.89491,2.44,0.0239,2199.0,5545.35,4.200000,40.50,5907.00,4.041,1.7050
CONFIRMED,13.360198640,0.5340,2.78800,6.9990e+02,0.024481,3.47892,1.84,0.1002,520.0,17.30,32.000000,21.30,4500.00,4.638,0.6880
CONFIRMED,76.957056000,0.6380,9.55100,3.6710e+02,0.018409,0.37258,2.09,0.3436,451.0,9.81,48.900000,26.50,5878.00,4.363,1.0410
CANDIDATE,14.979743350,0.9300,4.12600,1.2118e+03,0.040734,0.18444,3.79,0.1106,620.0,34.95,12.980000,33.20,5062.00,4.481,0.8530
CANDIDATE,6.744568300,0.1199,3.81300,8.6600e+01,0.008556,1.03335,0.86,0.0693,983.0,220.68,13.540000,6.80,6106.00,4.496,0.9230
CANDIDATE,33.358598520,0.9370,2.28600,1.8259e+03,0.050925,2.53200,4.44,0.1854,459.0,10.46,53.000000,32.20,5009.00,4.515,0.7990
CONFIRMED,8.847842730,0.0470,2.05720,4.6020e+02,0.019043,9.04523,1.15,0.0699,479.0,12.48,33.450000,21.10,3867.00,4.718,0.5520
CONFIRMED,9.989702660,0.0050,3.70000,9.8840e+02,0.028075,1.80902,2.48,0.0880,705.0,58.26,21.210000,24.10,5265.00,4.580,0.8100
CONFIRMED,5.632525080,0.4550,2.14480,6.3440e+02,0.023204,3.71393,2.04,0.0598,844.0,119.75,18.400000,70.90,5216.00,4.580,0.8040
CONFIRMED,1.442592305,0.2070,2.96980,1.6600e+02,0.011979,0.47046,2.67,0.0284,2700.0,12557.23,3.727000,27.10,7216.00,3.983,2.0430
CONFIRMED,14.172228580,0.8690,2.62970,2.4680e+02,0.016670,0.96515,2.39,0.1146,873.0,137.33,21.700000,24.50,5845.00,4.200,1.3140
CONFIRMED,4.920310630,0.2420,4.04600,8.1000e+01,0.008240,0.59154,1.18,0.0566,1242.0,562.99,9.110000,17.70,5845.00,4.200,1.3140
CONFIRMED,56.493169800,0.7070,8.70400,4.1190e+02,0.019847,0.28729,4.43,0.3259,681.0,50.79,36.500000,31.80,6160.00,3.976,2.0460
CONFIRMED,13.821420840,0.9040,3.98500,7.6520e+02,0.030937,0.22484,2.20,0.1005,560.0,23.15,13.140000,75.30,4983.00,4.660,0.6510
FALSE POSITIVE,2.303679520,0.9640,3.08980,1.3640e+02,0.013790,0.02996,1.30,0.0337,1384.0,866.21,2.030000,18.90,6191.00,4.546,0.8650
CONFIRMED,5.783870490,0.2270,1.39660,4.1330e+02,0.018724,17.54748,2.07,0.0655,1051.0,288.69,31.420000,20.70,6063.00,4.476,1.0120
CONFIRMED,11.085076580,0.8190,1.75100,7.7180e+02,0.028916,4.20703,2.50,0.0901,665.0,46.17,30.100000,17.70,5080.00,4.538,0.7930
CONFIRMED,0.571038347,0.8760,1.12670,2.4210e+02,0.017056,0.62210,1.65,0.0126,1897.0,3069.59,2.210000,38.20,5132.00,4.457,0.8860
CONFIRMED,8.774257860,0.9170,2.22450,2.3960e+02,0.017677,0.58484,1.75,0.0784,771.0,83.63,13.350000,22.30,5146.00,4.445,0.9050
CONFIRMED,4.510050820,0.1150,2.15330,2.9480e+02,0.015420,3.91979,1.74,0.0511,1063.0,301.74,16.150000,21.50,5362.00,4.352,1.0320
CONFIRMED,37.646851900,0.0080,6.34400,4.2740e+02,0.018542,1.31457,5.37,0.2466,787.0,90.85,46.180000,31.00,5443.00,3.740,2.6520
CONFIRMED,29.455784100,0.0180,3.45100,5.3380e+02,0.021147,6.43467,2.19,0.1879,598.0,30.30,66.580000,26.60,6036.00,4.491,0.9490
CONFIRMED,12.466004437,0.2090,5.00660,2.2321e+03,0.043414,0.89661,5.65,0.1051,897.0,152.76,19.460000,304.60,6038.00,4.284,1.1910
CONFIRMED,2.361724472,0.0090,1.21670,5.8700e+02,0.021561,11.81578,1.53,0.0299,922.0,170.59,15.160000,34.60,4478.00,4.615,0.6510
CONFIRMED,34.763054300,0.7310,4.30900,2.9370e+02,0.016908,1.29347,1.75,0.1938,554.0,22.23,43.600000,24.00,5670.00,4.387,0.9500
CONFIRMED,20.054528200,0.9390,7.17300,3.0540e+02,0.019945,0.02963,2.63,0.1512,755.0,76.97,8.570000,26.90,6056.00,4.332,1.2090
CONFIRMED,3.170597310,0.7930,1.66860,3.2540e+02,0.018398,1.52041,1.69,0.0415,1080.0,321.28,9.310000,20.10,5431.00,4.563,0.8430
CONFIRMED,27.014262200,0.0090,5.38500,2.8760e+02,0.015459,1.52782,2.00,0.1779,677.0,49.65,38.920000,25.50,5949.00,4.303,1.1840
CONFIRMED,12.509457980,0.6260,3.47900,1.5530e+02,0.011945,1.26157,1.54,0.1065,875.0,138.54,21.850000,16.00,5949.00,4.303,1.1840
CONFIRMED,26.020332900,0.7040,4.96500,1.1644e+03,0.033353,0.77769,4.53,0.1680,675.0,49.09,30.300000,23.70,5624.00,4.218,1.2440
CONFIRMED,0.769854899,0.7050,1.02430,1.0960e+02,0.010351,2.42718,0.93,0.0157,1650.0,1756.80,4.240000,28.70,5173.00,4.550,0.8220
CONFIRMED,6.892263330,0.0610,2.49210,2.1440e+02,0.013320,3.89135,2.13,0.0732,1156.0,422.14,21.380000,22.40,5862.00,4.148,1.4630
CONFIRMED,8.071270430,0.2710,2.39300,3.1820e+02,0.016427,4.67340,1.53,0.0753,856.0,126.94,25.250000,16.90,5766.00,4.517,0.8530
CONFIRMED,11.018191780,0.8830,4.63500,5.4570e+02,0.024936,0.13325,2.64,0.0985,840.0,117.97,9.490000,22.00,6075.00,4.486,0.9690
CONFIRMED,30.950592700,0.9580,5.39400,3.0140e+02,0.021282,0.07455,1.51,0.1719,428.0,7.91,15.570000,23.20,4983.00,4.660,0.6510
CANDIDATE,6.314344700,0.0584,2.79600,1.9140e+02,0.012685,2.52178,1.34,0.0680,1012.0,247.53,17.450000,6.40,6075.00,4.486,0.9690
CANDIDATE,78.732702300,0.9560,5.04100,4.9580e+02,0.025724,0.26668,7.76,0.4190,761.0,79.13,44.400000,19.10,6715.00,3.754,2.7630
FALSE POSITIVE,3.979867514,1.2160,2.36070,9.0760e+02,0.249402,0.06913,26.50,0.0501,1173.0,446.89,3.870000,65.20,6032.00,4.485,0.9730
CANDIDATE,42.337579900,0.9470,4.92400,3.5480e+02,0.022832,0.17163,1.45,0.1997,311.0,2.21,25.300000,18.10,4132.00,4.682,0.5810
CONFIRMED,23.359358900,0.9400,5.38900,5.7010e+02,0.027068,0.08975,2.98,0.1637,684.0,51.68,13.730000,25.90,6244.00,4.460,1.0090
CONFIRMED,9.693108370,0.5340,2.73400,1.1307e+03,0.031409,2.74996,2.12,0.0754,609.0,32.40,23.900000,30.40,4818.00,4.639,0.6180
FALSE POSITIVE,24.259830100,1.2440,3.89700,1.5403e+03,0.289221,0.13419,25.42,0.1576,547.0,21.13,16.100000,26.30,5485.00,4.574,0.8050
FALSE POSITIVE,116.521431700,1.2600,5.57700,7.7150e+02,0.288236,0.10988,44.41,0.4817,457.0,10.33,42.900000,25.00,6056.00,4.179,1.4110
CONFIRMED,0.813166357,0.0600,1.41220,1.7350e+02,0.011791,2.57532,1.14,0.0165,1693.0,1945.44,4.482000,34.80,5237.00,4.500,0.8870
CONFIRMED,10.860623780,0.2610,2.28740,1.8960e+02,0.012793,7.17845,2.09,0.0988,1108.0,356.24,35.510000,20.70,6455.00,4.125,1.4960
CONFIRMED,24.086321770,0.8020,2.23600,1.0417e+03,0.033194,5.03073,2.78,0.1478,500.0,14.78,53.600000,18.00,4973.00,4.537,0.7680
CANDIDATE,1.834277283,0.3810,1.74990,2.8650e+02,0.015647,2.43783,1.64,0.0290,1459.0,1068.36,7.570000,24.80,5751.00,4.458,0.9580
FALSE POSITIVE,17.402089650,1.2160,3.74500,6.1650e+02,0.243775,0.05164,16.37,0.1129,422.0,7.49,9.390000,20.90,4098.00,4.662,0.6150
CONFIRMED,37.945613800,0.2630,4.09300,1.0329e+03,0.029502,4.60464,2.79,0.2181,515.0,16.61,70.500000,24.00,5861.00,4.546,0.8650
FALSE POSITIVE,1.141877248,0.5980,4.33931,3.0949e+05,0.593216,0.45438,88.62,0.0212,2184.0,5358.79,3.152100,2036.30,6158.00,4.152,1.3680
FALSE POSITIVE,5.776759280,1.2720,6.78900,3.5225e+03,0.342920,0.01649,32.77,0.0575,954.0,195.79,3.080000,141.40,5544.00,4.435,0.8750
CONFIRMED,24.173824400,0.2510,3.05600,5.3260e+02,0.020897,6.92559,2.21,0.1589,595.0,29.69,59.800000,21.50,5468.00,4.427,0.9680
CONFIRMED,5.186737262,0.8250,0.80230,7.1270e+02,0.028314,19.63952,2.40,0.0559,860.0,129.37,30.300000,25.70,5230.00,4.594,0.7770
CANDIDATE,1.151244686,1.3870,1.27200,2.6960e+02,0.400856,0.10592,40.32,0.0215,1756.0,2253.09,1.951000,32.60,6086.00,4.511,0.9210
CONFIRMED,1.217000383,0.0280,1.32850,4.5980e+02,0.019082,4.67568,1.58,0.0201,1314.0,707.61,7.150000,26.50,4859.00,4.545,0.7570
CONFIRMED,13.682379800,0.5950,4.15300,1.7960e+02,0.012774,0.88930,1.43,0.1156,802.0,97.74,20.650000,17.00,6102.00,4.457,1.0260
CANDIDATE,2.420882770,0.2270,2.81200,2.2330e+02,0.013564,0.89697,2.27,0.0355,1616.0,1615.12,6.530000,20.70,5583.00,4.077,1.5300
CONFIRMED,8.796184330,0.0500,3.37810,2.8630e+02,0.015488,2.01055,1.77,0.0872,938.0,183.26,20.180000,27.00,6142.00,4.456,1.0460
CONFIRMED,16.855925930,0.0380,2.30900,8.7150e+02,0.026549,12.46941,1.70,0.1082,408.0,6.52,57.210000,19.50,3967.00,4.674,0.5870
CONFIRMED,14.362704510,0.2720,4.56400,3.4940e+02,0.017363,1.20168,2.31,0.1239,918.0,167.88,23.580000,26.80,6643.00,4.357,1.2160
CONFIRMED,69.895678900,0.8720,5.27600,5.4840e+02,0.025186,0.62928,3.04,0.3200,442.0,8.99,54.600000,21.90,5390.00,4.303,1.1040
CONFIRMED,6.246675470,0.8770,11.26100,3.9680e+02,0.021978,0.00678,14.93,0.0709,1902.0,3095.83,2.410000,63.60,4604.00,2.936,6.2210
CONFIRMED,2.344512589,0.8030,1.41160,5.8900e+01,0.007840,1.62080,0.97,0.0345,1471.0,1106.25,7.780000,21.90,5821.00,4.328,1.1320
CONFIRMED,5.766165573,0.0170,3.83140,3.6480e+02,0.017485,0.91393,2.27,0.0629,1159.0,426.48,11.711000,65.60,6038.00,4.284,1.1910
CONFIRMED,18.302723500,0.7420,8.26200,1.8670e+02,0.013531,0.09089,2.72,0.1343,902.0,156.71,11.720000,24.70,5528.00,3.892,1.8390
CONFIRMED,2.888904439,0.7700,1.60430,4.0220e+02,0.020322,1.79660,1.68,0.0371,976.0,215.06,9.250000,23.70,4895.00,4.589,0.7590
CONFIRMED,17.146487560,0.9180,4.23540,4.4030e+02,0.023590,0.17837,3.64,0.1291,811.0,102.24,14.050000,28.30,5559.00,4.127,1.4120
CONFIRMED,16.092275180,0.9320,2.10720,1.2850e+02,0.013459,0.90880,0.98,0.1117,503.0,15.15,23.200000,18.10,4657.00,4.641,0.6700
CANDIDATE,38.103908000,0.9870,3.83700,9.6110e+02,0.048466,0.25507,4.08,0.1989,456.0,10.22,27.000000,20.30,5250.00,4.522,0.7710
CONFIRMED,62.784398100,0.2720,4.81000,3.2500e+02,0.016583,4.47136,2.28,0.3194,530.0,18.70,97.700000,21.10,6053.00,4.279,1.2600
CONFIRMED,91.500873000,0.0320,4.84200,7.0480e+02,0.023662,7.28204,1.82,0.3648,310.0,2.18,147.710000,22.60,5051.00,4.628,0.7060
CONFIRMED,44.299348300,0.6140,4.29800,7.9790e+02,0.026848,2.62575,2.68,0.2348,463.0,10.85,64.800000,23.20,5316.00,4.459,0.9150
CONFIRMED,3.138776460,0.4360,1.66630,1.7410e+02,0.012262,4.38191,0.97,0.0370,1022.0,257.32,13.170000,20.20,5242.00,4.556,0.7220
CANDIDATE,5.242420290,0.8630,6.41300,3.3490e+02,0.019344,0.02979,3.86,0.0552,1367.0,825.00,3.510000,20.10,5383.00,3.824,1.8290
CONFIRMED,35.968269200,0.8830,2.83900,2.6970e+02,0.017647,1.72368,2.95,0.2269,674.0,48.68,49.000000,21.00,5883.00,4.149,1.5290
CONFIRMED,25.369086800,0.8450,4.74600,1.1010e+02,0.010900,0.34303,1.67,0.1800,755.0,76.90,22.700000,21.60,6126.00,4.224,1.4060
CONFIRMED,6.892132440,0.5410,1.72500,8.2000e+01,0.008563,6.98346,1.35,0.0771,1177.0,454.45,25.980000,17.30,6164.00,4.227,1.4460
CONFIRMED,42.300628200,0.2690,4.37200,5.0790e+02,0.020615,4.07265,2.54,0.2415,558.0,22.94,72.800000,23.80,5852.00,4.353,1.1290
FALSE POSITIVE,0.838597429,1.2740,1.68668,2.4821e+03,0.330932,0.20088,44.67,0.0188,2278.0,6353.25,1.955000,303.70,6366.00,4.352,1.2360
CONFIRMED,55.186621300,0.2250,9.13300,3.7550e+02,0.017841,0.59772,2.47,0.2919,568.0,24.56,45.830000,36.20,6178.00,4.269,1.2670
FALSE POSITIVE,1.728528176,0.7870,3.68200,1.9760e+02,0.014151,0.09372,5.07,0.0326,2720.0,12977.86,2.460000,26.20,6153.00,3.597,3.2790
CONFIRMED,14.974362380,0.0920,2.44610,2.6540e+02,0.014655,8.90485,1.28,0.1102,631.0,37.53,47.260000,24.90,5311.00,4.532,0.8000
CONFIRMED,3.970766030,0.7750,1.81400,3.4920e+02,0.018881,1.64080,1.60,0.0443,958.0,198.43,11.100000,23.90,5178.00,4.521,0.7780
CONFIRMED,2.352273912,0.0950,1.73890,3.1860e+02,0.015785,3.92223,1.29,0.0325,1019.0,255.03,10.470000,20.40,4816.00,4.608,0.7480
FALSE POSITIVE,22.042595300,1.1910,61.20180,3.4800e+02,0.209167,0.00009,28.78,0.1515,760.0,78.85,1.322000,90.40,5974.00,4.216,1.2600
CONFIRMED,23.340362510,0.2500,2.05400,6.1510e+02,0.022658,22.15458,2.21,0.1467,601.0,30.94,86.100000,18.20,5530.00,4.425,0.8920
CANDIDATE,37.803412100,0.9680,4.64100,6.7810e+02,0.033027,0.14917,2.95,0.2140,460.0,10.57,22.400000,20.20,5329.00,4.572,0.8190
CONFIRMED,15.033664110,0.0100,3.27200,3.7490e+02,0.017431,3.81266,1.70,0.1182,669.0,47.32,35.710000,22.20,5523.00,4.526,0.8910
CANDIDATE,131.485184000,0.5780,5.29400,5.5780e+02,0.022374,4.47933,3.03,0.5010,400.0,6.08,160.000000,19.40,5765.00,4.236,1.2420
CANDIDATE,16.290852700,0.1050,3.17600,4.4100e+01,0.006003,4.29798,0.52,0.1178,622.0,35.48,39.210000,14.50,5425.00,4.549,0.7970
CONFIRMED,106.247882000,0.5860,13.78000,3.9740e+02,0.018890,0.19823,2.01,0.4301,377.0,4.75,49.100000,24.00,5679.00,4.435,0.9720
CONFIRMED,8.508333104,0.0040,3.45590,6.4650e+02,0.023076,1.86439,2.60,0.0806,909.0,161.66,19.251000,93.40,5767.00,4.396,1.0300
CONFIRMED,12.941235640,0.0280,4.63600,3.2880e+02,0.016629,1.15071,1.70,0.1082,795.0,94.29,21.678000,22.10,6119.00,4.497,0.9380
CONFIRMED,5.349791000,0.8670,4.27900,8.8800e+01,0.009970,0.08396,1.29,0.0635,1156.0,422.79,5.030000,23.30,6074.00,4.368,1.1830
CANDIDATE,147.281212000,0.4740,7.37500,4.5280e+02,0.019800,2.28018,2.28,0.5348,353.0,3.69,137.800000,17.30,5708.00,4.365,1.0540
CONFIRMED,5.262118330,0.7100,3.24400,1.9450e+02,0.013665,0.49847,1.95,0.0585,1166.0,436.61,9.000000,20.30,5587.00,4.188,1.3090
CONFIRMED,12.162819500,0.9710,2.31610,3.0630e+02,0.021980,0.26763,3.14,0.1023,882.0,142.77,12.790000,15.20,5587.00,4.188,1.3090
CONFIRMED,23.554101200,0.5360,7.30000,9.5200e+01,0.009353,0.32025,2.33,0.2134,1381.0,859.63,21.100000,29.90,9565.00,4.088,2.2860
CONFIRMED,41.697758200,0.0180,5.51300,6.8480e+02,0.023750,2.25165,2.26,0.2330,488.0,13.45,59.150000,27.70,5730.00,4.545,0.8700
CONFIRMED,4.790294820,0.4600,2.72190,1.4200e+02,0.011014,1.47039,1.01,0.0546,938.0,183.02,12.130000,23.10,5412.00,4.562,0.8430
CONFIRMED,38.671584300,0.7730,5.53200,5.9930e+02,0.024605,0.58519,2.45,0.2079,502.0,15.03,35.900000,25.20,5432.00,4.420,0.9130
CONFIRMED,8.326518540,0.7820,5.48300,2.6790e+02,0.016452,0.11889,1.80,0.0812,938.0,182.69,7.580000,27.20,6057.00,4.450,1.0000
CONFIRMED,5.535331520,0.0510,2.79300,2.6060e+02,0.014566,2.23423,1.75,0.0601,1054.0,292.33,15.353000,27.50,5588.00,4.331,1.1000
CONFIRMED,16.726196900,0.4960,2.70800,1.9490e+02,0.013010,4.89667,1.56,0.1257,729.0,66.83,41.700000,11.60,5588.00,4.331,1.1000
CONFIRMED,21.587527880,0.0090,4.49680,3.3680e+02,0.016798,2.10549,2.18,0.1516,747.0,73.42,37.290000,34.00,6038.00,4.284,1.1910
CONFIRMED,3.757294695,0.5860,0.92690,2.7330e+02,0.015786,22.78308,1.23,0.0435,877.0,139.89,25.700000,23.40,4901.00,4.618,0.7160
CONFIRMED,3.282802400,0.1590,3.25320,1.4250e+02,0.010816,0.80721,1.79,0.0436,1467.0,1093.39,7.719000,24.40,5640.00,4.087,1.5150
CONFIRMED,4.644951720,0.3010,3.36600,1.4740e+02,0.011202,0.92945,1.38,0.0550,1209.0,504.23,10.200000,19.80,6047.00,4.343,1.1290
CANDIDATE,16.667141500,0.4440,3.52600,1.7500e+02,0.012198,2.41652,0.70,0.1037,469.0,11.47,32.900000,17.90,4729.00,4.726,0.5250
CONFIRMED,16.486867120,1.1980,1.43100,9.8790e+02,0.234740,1.25674,27.45,0.1337,760.0,78.99,26.200000,22.10,6090.00,4.447,1.0710
CONFIRMED,2.685054445,0.7620,1.04730,2.5270e+02,0.016076,6.02532,1.46,0.0346,1137.0,395.08,13.190000,28.90,5266.00,4.484,0.8290
CONFIRMED,16.860080500,0.6820,5.55700,2.7340e+02,0.016086,0.35562,1.71,0.1246,765.0,80.90,17.480000,22.40,6205.00,4.419,0.9730
CONFIRMED,1.543205410,0.2170,2.57790,9.1200e+01,0.008754,0.74646,1.23,0.0257,1827.0,2636.85,4.546000,35.20,5866.00,4.200,1.2820
CONFIRMED,49.500472500,0.1620,5.77200,9.6520e+02,0.027578,2.26905,2.49,0.2441,402.0,6.20,66.490000,27.80,4954.00,4.500,0.8280
CONFIRMED,6.475391080,0.4860,2.70480,5.3060e+02,0.021220,2.00510,1.92,0.0629,793.0,93.41,16.440000,28.10,4954.00,4.500,0.8280
CONFIRMED,16.858256090,0.7630,2.07280,7.5960e+02,0.027757,5.22402,2.51,0.1191,576.0,26.05,42.800000,21.80,4954.00,4.500,0.8280
FALSE POSITIVE,3.132604547,1.2510,3.63370,9.9692e+03,0.377855,0.12475,48.73,0.0430,1444.0,1028.81,4.010000,222.30,6248.00,4.328,1.1810
CONFIRMED,2.949029106,0.0440,2.03110,3.5830e+02,0.016815,3.12463,1.48,0.0369,1027.0,263.92,11.283000,29.30,4983.00,4.512,0.8070
CONFIRMED,37.865896400,0.1800,4.78200,3.9520e+02,0.018061,2.93888,2.01,0.2221,543.0,20.61,60.620000,25.90,5757.00,4.431,1.0170
CONFIRMED,8.308653070,0.3330,3.27470,8.3610e+02,0.026057,1.82711,2.42,0.0747,747.0,73.53,18.820000,74.30,5022.00,4.485,0.8490
CONFIRMED,11.932053990,0.1230,6.20500,1.7850e+02,0.012060,0.42807,1.83,0.1079,905.0,158.22,14.769000,32.30,5711.00,4.221,1.3910
CONFIRMED,7.542358320,0.3180,4.73000,1.3250e+02,0.010500,0.53277,1.59,0.0794,1054.0,292.19,11.700000,25.80,5711.00,4.221,1.3910
CONFIRMED,5.028182530,0.3000,3.52600,1.8130e+02,0.012294,0.87899,2.03,0.0579,1272.0,620.00,10.550000,26.10,5640.00,4.087,1.5150
CONFIRMED,1.897828815,0.2270,2.71140,1.3240e+02,0.010464,0.78220,1.73,0.0302,1761.0,2278.95,5.301000,27.20,5640.00,4.087,1.5150
CONFIRMED,10.627886950,0.4730,4.57600,3.2670e+02,0.016923,0.68449,1.87,0.0961,872.0,136.34,15.990000,22.60,6082.00,4.445,1.0140
CANDIDATE,34.135676000,0.0870,9.12000,6.2200e+02,0.023039,0.40162,13.98,0.2837,1526.0,1281.86,29.100000,8.60,7818.00,3.365,5.5550
CONFIRMED,1.104462494,0.1510,1.04580,4.6910e+02,0.019518,8.41524,1.60,0.0188,1397.0,898.79,8.156000,35.30,5002.00,4.543,0.7530
CONFIRMED,4.893364950,0.2180,3.48500,1.3830e+02,0.010904,0.94248,1.60,0.0621,1374.0,842.45,10.610000,15.90,6688.00,4.304,1.3470
CONFIRMED,11.173920770,0.0250,3.30700,3.2480e+02,0.016441,2.73705,1.64,0.0981,796.0,94.84,26.239000,21.40,5911.00,4.519,0.9140
CONFIRMED,31.032599100,0.6110,3.47600,7.3740e+02,0.025920,3.49293,2.64,0.1964,561.0,23.41,56.200000,17.60,5841.00,4.520,0.9310
FALSE POSITIVE,0.512407185,0.3010,1.05790,3.2920e+02,0.016697,3.50350,1.03,0.0104,1255.0,583.45,3.650000,46.10,3862.00,4.690,0.5630
FALSE POSITIVE,4.150297119,0.9710,1.20580,5.9340e+02,0.032359,0.87263,3.03,0.0486,981.0,218.44,9.260000,24.20,5290.00,4.519,0.8580
CONFIRMED,5.896619660,0.0390,3.15400,1.4400e+02,0.010760,1.63771,1.28,0.0614,1000.0,237.10,14.439000,15.30,5392.00,4.314,1.0870
CONFIRMED,33.417817300,0.9130,4.64500,1.1668e+03,0.038586,0.34276,3.13,0.1899,448.0,9.56,27.200000,28.40,5136.00,4.607,0.7440
CONFIRMED,2.053341891,0.9660,2.59600,6.5500e+01,0.009704,0.03726,1.44,0.0324,1737.0,2154.14,2.030000,23.20,6084.00,4.204,1.3580
CONFIRMED,56.776983100,0.7030,6.86400,8.8430e+02,0.029059,0.62867,3.21,0.3002,491.0,13.74,47.500000,33.60,6063.00,4.476,1.0120
CONFIRMED,18.784292320,0.6580,3.11360,1.0095e+03,0.030522,2.62181,2.14,0.1198,433.0,8.30,36.600000,23.80,4243.00,4.637,0.6410
CONFIRMED,3.614602790,0.5160,3.22700,6.4800e+01,0.007519,0.59613,1.14,0.0487,1347.0,776.70,7.440000,14.90,5711.00,4.221,1.3910
CONFIRMED,13.151402230,0.8720,5.43900,9.7800e+01,0.010455,0.09341,1.87,0.1187,1008.0,243.84,9.490000,25.50,6154.00,4.120,1.6360
CONFIRMED,18.508452600,1.2580,6.59600,7.5890e+02,0.286358,0.01120,29.33,0.1383,683.0,51.32,5.880000,30.10,5942.00,4.506,0.9380
FALSE POSITIVE,7.477638330,0.0120,2.56930,1.1000e+02,0.009635,3.82983,2.05,0.0744,1346.0,776.56,22.453500,26.20,5957.00,3.849,1.9530
CONFIRMED,42.191833100,0.0670,7.08300,4.8870e+02,0.019889,1.05579,2.35,0.2315,526.0,18.08,46.320000,25.70,5520.00,4.339,1.0800
CONFIRMED,3.730900260,0.8220,2.90950,1.9120e+02,0.014249,0.27786,1.48,0.0473,1128.0,383.51,5.890000,24.00,5709.00,4.489,0.9500
CANDIDATE,86.130534000,0.0720,3.32100,2.8520e+02,0.015395,20.56079,1.47,0.3781,391.0,5.55,200.500000,3.70,5830.00,4.540,0.8760
CONFIRMED,2.787874175,0.1530,2.03480,1.9740e+02,0.012361,2.81072,2.33,0.0382,1432.0,993.06,10.490000,22.20,4827.00,3.942,1.7270
CONFIRMED,37.996236900,0.0230,6.77510,4.0370e+02,0.018389,1.08783,2.39,0.2210,618.0,34.55,43.624000,37.80,6038.00,4.284,1.1910
CANDIDATE,8.463543840,0.3870,1.40780,7.9220e+02,0.025894,21.96374,2.51,0.0784,805.0,99.37,43.700000,26.10,5427.00,4.495,0.8870
CONFIRMED,17.232328940,0.3950,4.55680,5.0980e+02,0.020998,1.28263,2.79,0.1312,817.0,105.47,27.200000,64.10,6086.00,4.274,1.2160
CONFIRMED,28.505721700,0.6950,6.32400,7.5580e+02,0.026795,0.41114,2.55,0.1793,555.0,22.43,26.040000,20.80,5712.00,4.534,0.8700
CONFIRMED,53.599145900,0.6580,6.81100,5.2310e+02,0.022119,0.68566,2.49,0.2863,529.0,18.54,47.000000,23.10,6319.00,4.447,1.0320
CONFIRMED,16.458186100,0.1080,1.96370,4.3580e+02,0.018826,19.06113,1.82,0.1244,644.0,40.61,64.900000,22.40,5475.00,4.521,0.8840
CANDIDATE,191.864192960,,4.90000,,,,,,,,,,,,
CANDIDATE,13.725496890,,7.62000,,,,,,,,,,,,
CANDIDATE,176.331289000,0.2455,13.89000,1.0980e+02,0.009675,0.52084,2.38,0.6481,505.0,15.40,95.000000,8.40,6146.00,3.800,2.2510
CONFIRMED,0.693842661,0.1950,1.61970,4.9300e+01,0.006360,1.39599,0.83,0.0148,2161.0,5182.78,3.287000,28.90,5457.00,4.239,1.1960
CONFIRMED,83.488740500,0.4200,6.21000,9.5540e+02,0.028709,2.43432,2.95,0.3779,411.0,6.76,96.400000,24.70,5910.00,4.505,0.9400
